codmun,pharmacy,hospital,police,school,bank,embassy,tower,commercial,industrial,government,supermarket,park,primary,secondary,unpaved,paved
28040,0,0,0,0,0,0,160,0,0,0,0,0,24,4,136,0
28041,3,4,0,14,8,0,268,0,0,0,0,5,83,30,19,22
28042,0,0,0,0,0,0,99,0,0,0,0,0,0,7,1,0
28043,2,6,0,2,1,0,0,0,0,0,0,0,1,36,19,0
30001,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0
30002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30004,0,0,0,0,0,0,326,0,0,0,0,0,3,11,0,0
30006,0,0,0,0,0,0,0,0,0,0,0,0,20,1,35,0
30007,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,2
30008,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
30010,3,1,0,5,0,0,89,0,0,0,0,0,5,2,0,0
30011,0,0,1,0,0,0,0,0,0,0,0,0,11,2,5,2
30012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30014,0,0,0,0,0,0,141,0,0,0,0,0,11,23,0,0
30015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30017,0,0,0,0,0,0,11,0,0,0,0,0,0,24,0,0
30018,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1
30019,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0
30021,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0
30022,0,0,0,0,0,0,59,0,0,0,0,0,0,2,0,0
30025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30026,1,0,0,2,0,0,15,0,0,0,0,0,1,7,0,0
30027,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1
30029,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,27
30030,3,0,1,2,1,0,0,0,0,0,0,1,2,10,5,5
30031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30032,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
30034,0,0,0,1,0,0,79,0,0,0,0,0,1,0,40,0
30035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
30039,8,2,2,3,6,0,52,0,0,0,0,5,25,55,16,6
30040,0,0,0,0,0,0,121,0,0,0,0,0,4,24,15,2
30041,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
30043,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
30044,2,1,2,3,3,0,59,0,1,0,0,0,17,54,1,4
30046,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
30049,0,2,0,0,0,0,92,0,0,0,0,1,1,18,20,1
30050,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4
30052,0,0,0,0,0,0,46,0,0,0,0,0,0,7,2,0
30053,0,0,0,0,0,0,6,0,0,0,0,0,1,9,0,0
30054,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
30056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30058,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
30061,0,1,1,0,0,0,767,0,0,0,0,0,0,12,6,2
30062,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0
30064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
30065,3,1,0,6,0,0,114,0,0,0,0,1,6,51,33,8
30067,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
30068,0,1,0,1,0,0,30,0,0,0,0,0,27,2,46,3
30069,0,0,0,1,1,0,25,0,0,0,0,0,19,11,35,0
30071,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,2
30072,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
30073,2,0,0,9,1,0,163,0,0,0,0,7,0,1,0,0
30077,0,0,0,0,0,0,150,0,0,0,0,0,9,1,1,0
30078,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
30079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
30081,0,0,0,0,0,0,73,0,0,0,0,0,0,1,0,7
30082,0,0,0,0,0,0,164,0,0,0,0,0,0,6,0,0
30083,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3
30084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30086,0,0,0,0,0,0,79,0,0,0,0,0,3,0,0,0
30087,51,7,8,68,38,0,181,0,2,0,0,4,80,149,34,87
30089,0,2,0,0,0,0,0,0,0,0,0,1,3,0,2,12
30091,0,0,0,1,0,0,119,0,0,0,0,0,1,2,2,0
30093,0,0,0,0,0,0,51,0,0,0,0,0,0,12,0,0
30095,0,0,0,0,0,0,32,0,0,0,0,0,0,6,0,0
30096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30097,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0
30101,0,0,0,0,0,0,31,0,0,0,0,1,0,2,0,4
30102,0,0,0,1,0,0,49,0,0,0,0,0,16,34,35,19
30105,0,0,0,1,0,0,65,0,0,0,0,2,0,1,50,1
30106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30107,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
30109,0,0,0,0,0,0,54,0,0,0,0,8,0,13,0,1
30111,1,0,0,0,2,0,174,0,0,0,0,0,0,6,0,0
30113,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
30114,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,44
30115,0,0,0,0,0,0,32,0,0,0,0,0,7,4,0,3
30117,0,0,0,2,0,0,140,0,0,0,0,0,0,4,0,0
30118,1,1,0,5,2,0,10,0,0,0,0,1,38,14,2,62
30121,3,0,1,1,1,0,506,0,0,0,0,0,2,0,13,0
30122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
30124,7,1,0,301,5,0,389,0,0,0,0,0,42,136,174,72
30126,0,0,0,0,0,0,111,0,0,0,0,0,3,1,0,1
30128,0,1,0,2,1,0,158,0,0,0,0,0,12,8,0,0
30130,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,1
30132,0,0,0,0,0,0,151,0,0,0,0,1,3,0,3,0
30133,4,4,2,7,8,0,79,0,0,0,0,0,46,44,44,5
30134,0,0,0,0,0,0,104,0,0,0,0,0,11,6,7,3
30135,0,0,1,1,0,0,0,0,0,0,0,0,9,13,88,34
30138,0,0,0,2,0,0,17,0,0,0,0,0,3,0,0,0
30139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30140,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
30142,0,0,0,0,0,0,343,0,0,0,0,0,4,0,0,1
30143,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,3
30144,0,0,1,0,0,0,66,0,0,0,0,0,5,0,0,72
30145,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
30148,0,0,0,0,0,0,19,0,0,0,0,2,0,4,0,0
30149,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30151,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
30152,0,0,0,1,0,0,137,0,0,0,0,0,1,2,0,0
30153,0,0,0,3,0,0,85,0,0,0,0,0,1,1,43,0
30155,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,1
30158,0,0,0,0,0,0,14,0,0,0,0,0,29,3,49,5
30159,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0
30161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
30163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30164,0,0,0,1,1,0,0,0,1,0,0,0,0,3,8,2
30165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30167,0,0,0,0,0,0,48,0,0,0,0,0,1,0,0,0
30168,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0
30169,0,0,0,0,0,0,97,0,0,0,0,1,1,2,0,1
30173,0,0,0,0,0,0,42,0,0,0,0,0,0,6,1,3
30175,0,0,0,4,0,0,500,0,0,0,0,0,40,9,123,17
30176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30177,0,0,0,1,0,0,61,0,0,0,0,0,0,0,0,0
30178,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0
30181,0,0,0,0,0,0,57,0,0,0,0,0,0,14,1,0
30182,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
30185,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,2
30186,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
30187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30189,0,0,0,1,2,0,295,0,0,0,0,0,18,16,14,4
30190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30191,2,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0
30193,10,6,3,16,22,0,265,0,0,0,0,4,33,88,701,13
30195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30196,0,0,0,0,0,0,51,0,0,0,0,0,4,3,0,0
30198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30202,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
30203,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
30204,0,1,0,1,0,0,0,0,1,0,0,1,0,9,17,27
30207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30210,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0
30211,0,0,0,0,0,0,0,0,0,0,0,1,2,3,15,64
30212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30003,0,0,0,0,0,0,278,0,0,0,0,0,2,5,0,0
30005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
30009,0,1,0,4,0,0,187,0,0,0,0,0,8,1,0,0
30013,2,4,1,1,0,0,0,0,0,0,0,0,3,5,36,0
30016,0,1,0,0,0,0,0,0,0,0,0,0,1,15,2,0
30020,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1
30023,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0
30024,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
30028,4,1,0,1,5,0,0,2,0,0,0,2,18,13,0,14
30033,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0
30103,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
30104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30108,1,1,0,1,0,0,233,0,0,0,0,16,14,22,3,4
30110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30112,3,0,1,1,2,0,55,0,0,0,0,0,0,11,2,0
30116,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,1
30119,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,33
30120,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
30123,2,1,2,6,2,0,194,0,1,0,0,0,24,7,116,0
30125,0,0,0,0,0,0,48,0,0,0,0,0,0,8,0,1
30127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30131,0,1,0,170,0,0,15,0,0,0,0,9,40,15,2,14
30136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0
30141,3,3,0,1,5,0,0,0,0,0,0,0,1,0,0,2
30146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30147,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
30150,0,0,0,0,0,0,22,0,0,0,0,0,1,1,11,0
30154,0,0,0,0,0,0,127,0,0,0,0,0,1,3,20,0
30156,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
30157,0,0,0,0,0,0,162,0,0,0,0,0,7,8,5,7
30160,7,0,0,0,3,0,270,0,0,0,0,0,26,2,170,2
30162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30166,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
30170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30171,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
30172,0,0,0,0,0,0,30,0,0,0,0,0,1,0,3,7
30174,1,0,1,0,1,0,154,0,0,0,0,0,0,38,380,102
30179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30180,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30183,0,1,0,2,2,0,0,0,0,0,0,2,9,2,8,5
30184,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,1
30188,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
30192,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
30194,0,0,0,0,0,0,58,0,0,0,0,0,2,3,0,0
30197,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0
30201,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0
30205,0,0,0,1,1,0,0,0,0,0,0,1,1,10,12,0
30206,0,0,0,0,0,0,75,0,0,0,0,0,0,6,0,0
30209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30036,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
30037,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
30038,13,2,1,13,2,1,20,0,1,0,0,0,11,13,5,5
30042,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0
30047,0,0,0,0,0,0,7,0,0,0,0,0,4,3,33,22
30048,0,0,0,0,0,0,112,0,0,0,0,2,9,0,0,0
30051,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
30055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30059,0,0,0,0,0,0,104,0,0,0,0,0,4,0,6,0
30060,0,0,1,0,0,0,0,0,0,0,0,0,1,3,9,0
30063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30066,0,0,0,0,0,0,1,0,0,0,0,0,0,25,2,12
30070,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0
30074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
30075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30080,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
30085,0,0,0,0,0,0,178,0,0,0,0,0,16,15,8,80
30088,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
30090,0,0,0,0,0,0,43,0,0,0,0,0,0,6,0,0
30092,1,0,0,1,1,0,0,0,0,0,0,0,0,7,6,0
30094,0,4,0,0,0,0,191,0,0,0,0,5,0,0,0,1
30098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30099,0,0,0,0,0,0,36,0,0,0,0,0,0,6,11,2
30100,0,0,0,0,0,0,164,0,0,0,0,0,0,1,0,0
30208,0,0,0,1,0,0,0,0,0,0,0,3,7,9,0,0
30045,0,1,0,2,0,0,0,0,0,0,0,4,7,6,4,2
31048,0,1,0,8,0,0,70,0,0,0,0,0,3,7,0,0
31045,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
31044,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0
31021,0,0,2,3,0,0,0,0,0,0,0,0,6,0,0,0
31023,0,1,0,0,1,0,71,0,0,0,0,0,0,0,0,0
31069,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31068,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0
31067,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0
31066,0,0,0,0,0,0,210,0,0,0,0,0,8,2,0,0
31065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31063,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
31061,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
31060,0,0,0,0,0,0,31,0,0,0,0,0,0,3,0,0
31058,1,0,0,2,1,0,80,0,0,0,0,0,12,12,1,0
31057,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31055,0,0,0,0,0,0,48,0,0,0,0,0,2,0,0,0
31054,0,0,0,2,0,0,31,0,0,0,0,0,4,1,0,0
31053,0,0,0,0,0,0,47,0,0,0,0,0,12,6,0,0
31051,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0
31049,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
31006,0,0,0,0,0,0,83,0,0,0,0,0,1,2,0,0
31005,0,0,0,1,0,0,11,0,0,0,0,0,0,2,0,2
31004,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0
31003,1,0,0,0,0,0,25,0,0,0,0,0,9,1,1,3
31002,0,0,0,1,0,0,30,0,0,0,0,0,5,1,2,0
31001,0,0,0,4,0,0,43,0,0,0,0,0,1,0,0,0
31043,0,0,0,0,0,0,58,0,0,0,0,0,3,1,1,0
31096,4,5,0,8,4,0,168,0,0,0,0,0,34,24,12,0
31095,0,0,0,1,0,0,45,0,0,0,0,0,4,3,0,0
31033,0,0,0,4,0,0,31,0,0,0,0,0,0,4,1,0
31052,0,2,0,5,0,0,39,0,0,0,0,0,11,13,1,1
31050,60,17,7,88,57,4,741,1,0,0,0,2,117,172,12,85
31042,0,0,1,4,0,0,55,0,0,0,0,0,4,1,2,0
31094,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
31093,1,1,0,6,0,0,68,0,0,0,0,0,4,24,0,0
31041,1,1,0,2,0,0,144,0,1,0,0,0,3,5,1,0
31101,0,0,2,1,1,0,130,0,4,0,0,0,29,22,0,0
31040,3,2,1,7,0,0,101,0,0,0,0,0,0,49,0,13
31039,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
31092,1,2,2,6,0,0,59,0,0,0,0,0,3,5,0,0
31038,0,0,0,3,0,0,14,0,0,0,0,0,29,8,0,2
31037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31035,0,0,0,0,0,0,22,0,0,0,0,0,0,4,2,0
31091,2,3,2,1,1,0,100,0,0,0,0,0,5,19,3,3
31090,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0
31015,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
31036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31089,0,1,0,1,0,0,194,0,0,0,0,0,18,0,1,0
31088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31087,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0
31062,0,0,0,0,0,0,79,0,0,0,0,0,2,0,0,0
31056,0,1,1,0,0,0,50,0,0,0,0,0,11,9,0,0
31032,2,1,0,0,0,0,0,0,0,0,0,0,0,34,0,5
31024,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0
31086,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
31047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
31083,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
31030,0,0,0,0,0,0,29,0,0,0,0,0,0,10,0,0
31029,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
31028,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0
31059,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31027,0,0,0,2,0,0,0,0,0,0,0,0,4,5,0,0
31026,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
31025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31085,1,2,0,5,0,0,53,0,0,0,0,0,9,5,1,0
31084,0,0,0,1,0,0,52,0,0,0,0,0,1,3,0,0
31082,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0
31022,0,2,0,6,0,0,0,0,0,0,0,0,0,9,0,0
31020,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
31019,1,2,0,5,0,0,281,0,0,0,0,0,8,17,0,0
31081,0,0,0,5,1,0,16,0,0,0,0,0,4,0,1,0
31079,1,1,0,2,0,0,124,0,0,0,0,0,12,3,0,0
31078,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0
31077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31018,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
31017,0,1,0,5,0,0,45,0,0,0,0,0,0,0,0,0
31016,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
31106,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0
31105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31103,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0
31076,0,0,0,1,0,0,59,0,0,0,0,0,3,4,0,0
31075,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
31074,0,0,0,2,0,0,33,0,0,0,0,0,0,0,0,1
31073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31104,0,2,0,6,0,0,136,0,0,0,0,0,5,6,1,0
31102,23,4,4,22,6,0,313,0,0,0,0,0,67,58,38,14
31100,0,1,0,0,0,0,22,0,0,0,0,0,4,0,1,0
31072,0,0,0,0,0,0,23,0,0,0,0,0,2,1,0,0
31071,0,0,0,1,0,0,17,0,0,0,0,0,1,1,1,0
31011,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
31070,0,0,0,0,0,0,56,0,0,0,0,0,1,1,2,0
31014,0,0,0,0,0,0,50,0,0,0,0,0,3,0,1,0
31013,0,0,0,2,0,0,7,0,0,0,0,0,6,7,1,0
31046,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,0
31080,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
31099,0,0,1,0,0,0,20,0,0,0,0,0,0,13,1,0
31012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
31010,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
31009,0,0,0,0,0,0,35,0,0,0,0,0,5,1,0,0
31098,0,0,0,2,0,0,114,0,0,0,0,0,4,1,0,0
31097,0,0,0,1,0,0,50,0,0,0,0,0,0,4,0,0
31008,0,0,0,0,0,0,41,0,0,0,0,0,7,2,0,0
31007,0,0,0,1,0,0,28,0,0,0,0,0,1,6,2,0
32001,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0
32002,0,0,0,0,0,0,15,0,0,0,0,0,1,4,0,0
32003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32005,0,1,1,0,0,0,75,0,0,0,0,2,13,32,1,0
32006,0,1,0,1,0,0,0,0,0,0,0,1,10,2,0,0
32007,0,0,0,0,0,0,126,0,0,0,0,0,0,3,0,1
32008,0,0,0,0,0,0,34,0,0,0,0,0,0,9,5,1
32009,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0
32010,0,0,1,0,0,0,169,0,0,0,0,0,31,103,6,11
32011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
32012,0,0,0,0,0,0,24,0,0,0,0,0,0,20,3,6
32013,0,0,0,0,0,0,55,0,0,0,0,0,1,8,0,4
32014,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1
32015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32016,0,0,1,0,1,0,14,0,0,0,0,0,1,1,0,0
32017,1,1,0,0,0,0,81,0,0,0,0,2,8,140,7,20
32018,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0
32019,0,0,0,0,0,0,0,0,0,0,0,3,19,17,3,0
32020,0,0,0,1,0,0,0,0,0,0,0,0,54,4,0,1
32021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32022,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0
32023,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
32024,0,0,0,4,0,0,16,0,0,0,0,0,28,9,4,5
32025,0,0,0,0,0,0,39,0,0,0,0,0,9,4,0,1
32026,0,0,0,0,0,0,235,0,0,0,0,0,1,18,18,2
32027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
32028,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
32029,0,0,0,1,0,0,0,0,0,0,0,0,1,37,0,0
32030,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
32031,0,0,0,1,0,0,0,0,0,0,0,0,0,10,7,1
32032,0,0,0,0,0,0,41,0,0,0,0,0,0,3,0,0
32033,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0
32034,0,0,0,1,0,0,33,0,0,0,0,0,19,5,34,0
32035,0,0,0,1,0,0,11,0,1,0,0,0,3,0,0,0
32036,2,1,0,3,2,0,61,0,0,0,0,0,6,14,9,12
32037,0,2,1,2,0,0,31,0,0,0,0,0,0,14,1,5
32038,0,1,0,2,0,0,120,0,0,0,0,0,4,6,0,4
32039,0,0,0,1,0,0,0,0,0,0,0,0,8,41,0,4
32040,0,0,0,0,0,0,112,0,0,0,0,0,0,16,0,3
32041,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
32042,0,0,3,0,0,0,101,0,0,0,0,0,3,28,1,6
32043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32044,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
32045,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0
32046,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1
32047,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2
32048,0,0,0,0,0,0,0,0,0,0,0,0,19,5,15,0
32049,0,1,0,4,0,0,0,0,0,0,0,0,3,48,11,7
32050,0,1,0,0,0,0,24,0,0,0,0,0,0,13,0,1
32051,0,0,0,0,0,0,70,0,0,0,0,0,16,17,16,4
32052,0,0,0,1,0,0,4,0,0,0,0,0,0,16,9,0
32053,0,1,0,2,0,0,45,0,0,0,0,0,1,1,0,0
32054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32055,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,7
32056,0,0,0,3,0,0,21,0,0,0,0,1,6,147,7,187
32057,0,0,0,0,0,0,10,0,0,0,0,0,8,5,0,0
32058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001,35,14,9,589,39,0,626,0,0,0,0,6,276,275,106,52
1002,0,0,0,72,0,0,65,0,0,0,0,1,7,47,40,1
1003,2,2,1,91,1,0,0,0,0,0,0,0,47,50,193,28
1004,0,0,0,23,0,0,0,0,0,0,0,0,8,23,8,1
1005,1,1,1,95,0,0,63,0,0,0,0,0,42,45,40,11
1006,0,0,0,44,0,0,52,0,0,0,0,5,29,22,16,2
1007,0,0,0,60,0,0,61,0,0,0,0,0,30,37,20,9
1008,0,0,0,19,0,0,0,0,0,0,0,0,16,10,10,1
1009,0,0,0,38,0,0,34,0,0,0,0,0,19,20,14,5
1010,0,0,0,44,0,0,176,0,0,0,0,0,11,41,48,2
1011,0,0,0,42,0,0,90,0,0,0,0,1,31,54,25,4
2005,8,0,1,74,3,0,263,0,0,0,0,57,34,4,10,74
2002,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2003,2,2,3,80,0,0,226,0,0,0,0,2,40,57,61,29
2001,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2004,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3009,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3002,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
